County/City,Ward,Pct,"Hillary R. Clinton","Donald J. Trump","Gary Johnson","Evan McMullin","Jill Stein","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian,Independent,Green
"Fauquier County",-,"401 - Marshall (CD 5)",694,"1,116",71,20,27,16,"1,944"
"Fauquier County",-,"402 - Leeds (CD 5)",690,885,40,18,9,18,"1,660"
"Fauquier County",-,"403 - Waterloo (CD 5)",636,"1,239",60,24,17,16,"1,992"
"Fauquier County",-,"404 - Springs Valley (CD 5)",322,584,22,18,3,8,957
"Fauquier County",-,"501 - The Plains (CD 5)",718,796,36,26,11,8,"1,595"
"Fauquier County",-,"502 - New Baltimore (CD 5)",518,"1,121",57,41,11,15,"1,763"
"Fauquier County",-,"503 - Broad Run (CD 5)",494,915,40,22,10,20,"1,501"
"Fauquier County",-,"504 - Vint Hill (CD 5)",870,"1,675",88,50,19,29,"2,731"
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",210,324,22,12,10,6,584
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)","1,786","2,043",144,80,22,32,"4,107"
"Fauquier County",-,"Provisional (CD 1)",1,4,0,0,0,0,5
"Fauquier County",-,"Provisional (CD 5)",10,13,1,0,0,0,24
"Floyd County",-,"101 - Locust Grove",382,993,31,17,13,10,"1,446"
"Floyd County",-,"201 - Little River",456,963,40,26,26,15,"1,526"
"Floyd County",-,"301 - Courthouse",449,774,36,14,23,13,"1,309"
"Floyd County",-,"401 - Burks Fork",309,950,31,7,18,9,"1,324"
"Floyd County",-,"501 - Indian Valley",271,"1,055",15,16,9,7,"1,373"
"Floyd County",-,"Ab - Central Absentee Precinct",433,554,32,11,18,21,"1,069"
"Floyd County",-,Provisional,0,4,0,0,0,0,4
"Fluvanna County",-,"101 - Palmyra","1,224","1,373",95,35,17,15,"2,759"
"Fluvanna County",-,"201 - Columbia",729,997,47,24,10,12,"1,819"
"Fluvanna County",-,"301 - Fork Union",905,959,43,24,8,12,"1,951"
"Fluvanna County",-,"401 - Cunningham",780,"1,556",71,39,14,23,"2,483"
"Fluvanna County",-,"501 - Rivanna","1,138","1,330",99,68,22,16,"2,673"
"Fluvanna County",-,"Ab - Central Absentee Precinct",975,803,70,28,9,11,"1,896"
"Fluvanna County",-,Provisional,9,7,0,0,0,0,16
"Franklin County",-,"102 - Burnt Chimney",437,"1,248",54,14,6,11,"1,770"
"Franklin County",-,"103 - Scruggs",651,"2,009",64,20,7,9,"2,760"
"Franklin County",-,"201 - Glade Hill",315,"1,081",26,9,4,9,"1,444"
"Franklin County",-,"202 - Penhook",307,744,18,7,1,12,"1,089"
"Franklin County",-,"203 - Hodgesville",73,184,4,1,1,2,265
"Franklin County",-,"204 - Dudley",245,646,20,10,3,1,925
"Franklin County",-,"301 - Snow Creek",142,563,12,6,3,4,730
"Franklin County",-,"302 - Fork Mountain",117,473,13,7,1,5,616
"Franklin County",-,"303 - Sontag",466,723,33,13,7,3,"1,245"
"Franklin County",-,"304 - Dickinson",220,274,8,4,4,0,510
"Franklin County",-,"401 - Henry",206,979,20,9,6,6,"1,226"
"Franklin County",-,"402 - Ferrum",200,479,16,8,7,3,713
"Franklin County",-,"403 - Endicott",135,509,16,9,5,8,682
"Franklin County",-,"501 - Waidsboro",201,605,22,7,2,3,840
"Franklin County",-,"502 - Callaway",257,855,21,11,4,5,"1,153"
"Franklin County",-,"503 - Bowmans",154,422,24,4,6,8,618
"Franklin County",-,"504 - Gogginsville",218,696,15,11,3,8,951
"Franklin County",-,"601 - Boones Mill",349,"1,042",38,23,8,8,"1,468"
"Franklin County",-,"602 - Bonbrook",301,"1,000",36,16,12,4,"1,369"
"Franklin County",-,"603 - Coopers Cove",193,789,21,14,3,5,"1,025"
"Franklin County",-,"701 - Rocky Mount East",504,856,29,18,6,10,"1,423"
"Franklin County",-,"702 - Rocky Mount West",435,559,27,19,5,4,"1,049"
"Franklin County",-,"703 - Rocky Mount South",366,514,18,10,1,10,919
"Franklin County",-,"Ab - Central Absentee Precinct",762,"1,310",47,24,10,16,"2,169"
"Franklin County",-,Provisional,3,9,0,0,0,0,12
"Franklin City",-,"101 - Precinct 1-1",247,516,24,3,2,5,797
"Franklin City",-,"201 - Precinct 2-1",288,366,20,6,2,4,686
"Franklin City",-,"301 - Precinct 3-1",526,45,4,0,3,3,581
"Franklin City",-,"401 - Precinct 4-1",415,44,6,0,0,0,465
"Franklin City",-,"501 - Precinct 5-1",466,9,1,0,1,6,483
"Franklin City",-,"601 - Precinct 6-1",374,278,16,4,5,9,686
"Franklin City",-,"Ab - Central Absentee Precinct",200,163,1,2,3,0,369
"Franklin City",-,Provisional,3,0,0,0,0,0,3
"Frederick County",-,"101 - Russells",314,"1,112",46,10,7,5,"1,494"
"Frederick County",-,"102 - Gore",343,"1,353",45,11,21,14,"1,787"
"Frederick County",-,"103 - Kernstown",560,"1,224",60,24,20,13,"1,901"
"Frederick County",-,"104 - Cedar Creek",324,798,38,12,20,7,"1,199"
"Frederick County",-,"201 - Gainesborough",175,857,21,14,4,6,"1,077"
"Frederick County",-,"202 - Albin",402,"1,105",30,27,6,12,"1,582"
"Frederick County",-,"203 - Redland",527,"1,493",57,27,13,17,"2,134"
"Frederick County",-,"204 - Nain",426,"1,153",36,29,9,10,"1,663"
"Frederick County",-,"301 - Clear Brook",239,802,38,11,3,6,"1,099"
"Frederick County",-,"302 - Neff's Town",795,"1,308",83,28,25,19,"2,258"
"Frederick County",-,"303 - White Hall",637,"1,605",57,21,12,25,"2,357"
"Frederick County",-,"401 - Carpers Valley",597,"1,145",48,31,17,10,"1,848"
"Frederick County",-,"402 - Shenandoah",279,640,41,12,10,3,985
"Frederick County",-,"403 - Parkin's Mill",529,"1,072",65,41,18,13,"1,738"
"Frederick County",-,"404 - Armel",546,"1,050",66,30,13,14,"1,719"
"Frederick County",-,"501 - Stephens City",609,"1,199",85,29,16,9,"1,947"
"Frederick County",-,"502 - Newtown",724,"1,432",99,32,18,10,"2,315"
"Frederick County",-,"503 - Canterburg",625,"1,328",56,17,17,9,"2,052"
"Frederick County",-,"601 - Millbrook",453,808,48,11,6,14,"1,340"
"Frederick County",-,"602 - Ash Hollow",659,999,67,35,23,13,"1,796"
"Frederick County",-,"603 - Greenwood",927,"1,641",87,40,27,21,"2,743"
"Frederick County",-,"Ab - Central Absentee Precinct","1,230","1,945",105,51,18,27,"3,376"
"Frederick County",-,Provisional,12,14,2,0,2,0,30
"Fredericksburg City",-,"101 - Precinct 1 - District One","1,417","1,026",83,41,41,18,"2,626"
"Fredericksburg City",-,"201 - Precinct 1 - District Two","1,411",841,99,46,35,28,"2,460"
"Fredericksburg City",-,"301 - Precinct 1 - District Three","1,226",862,101,47,25,24,"2,285"
"Fredericksburg City",-,"401 - Precinct 1 - District Four","1,058",283,39,17,18,9,"1,424"
"Fredericksburg City",-,"402 - Precinct 2 - District Four",654,260,28,20,6,6,974
"Fredericksburg City",-,"Ab - Central Absentee Precinct",924,459,38,18,12,13,"1,464"
"Fredericksburg City",-,Provisional,17,13,1,0,0,0,31
"Galax City",-,"1 - East",279,593,24,9,4,8,917
"Galax City",-,"2 - North",184,442,4,9,2,1,642
"Galax City",-,"3 - South",132,390,10,6,1,2,541
"Galax City",-,"Ab - Central Absentee Precinct",85,178,7,4,0,1,275
"Galax City",-,Provisional,1,0,0,0,0,0,1
"Giles County",-,"101 - Glen Lyn",20,92,1,0,1,1,115
"Giles County",-,"102 - Rich Creek",87,369,13,3,4,2,478
"Giles County",-,"103 - Narrows",316,"1,150",45,17,4,9,"1,541"
"Giles County",-,"201 - Pearisburg",417,"1,422",52,17,8,9,"1,925"
"Giles County",-,"202 - Staffordsville",70,247,11,2,2,2,334
"Giles County",-,"203 - White Gate",27,165,3,2,0,1,198
"Giles County",-,"301 - Eggleston",171,420,11,5,8,1,616
"Giles County",-,"302 - Pembroke",341,"1,075",30,16,9,2,"1,473"
"Giles County",-,"303 - Newport",280,513,21,7,2,2,825
"Giles County",-,"Ab - Central Absentee Precinct",220,457,14,9,1,5,706
"Giles County",-,Provisional,1,0,0,0,0,0,1
"Gloucester County",-,"101 - Harcum",354,950,48,24,10,5,"1,391"
"Gloucester County",-,"102 - Salem",295,831,48,8,3,7,"1,192"
"Gloucester County",-,"103 - Peasley",195,634,28,9,8,5,879
"Gloucester County",-,"201 - Courthouse",466,896,46,14,10,7,"1,439"
"Gloucester County",-,"202 - Botetourt",604,"1,368",74,29,19,8,"2,102"
"Gloucester County",-,"301 - White Marsh",327,"1,127",63,15,9,6,"1,547"
"Gloucester County",-,"302 - Roanes",520,"1,416",54,30,14,8,"2,042"
"Gloucester County",-,"401 - Hayes",579,"1,229",59,11,15,5,"1,898"
"Gloucester County",-,"402 - Sarahs Creek",510,"1,009",61,28,13,3,"1,624"
"Gloucester County",-,"501 - Achilles",511,"1,647",74,14,13,11,"2,270"
"Gloucester County",-,"502 - Walker",415,"1,086",74,15,7,4,"1,601"
"Gloucester County",-,"Ab - Central Absentee Precinct",623,894,62,16,13,10,"1,618"
"Gloucester County",-,Provisional,5,9,2,0,0,0,16
"Goochland County",-,"101 - Fife",366,533,24,9,4,1,937
"Goochland County",-,"102 - Hadensville",480,912,45,15,6,8,"1,466"
"Goochland County",-,"201 - Three Square",207,215,12,3,2,8,447
"Goochland County",-,"202 - Sandy Hook",763,"1,008",54,23,10,8,"1,866"
"Goochland County",-,"301 - Goochland Court House 1",408,738,33,8,2,4,"1,193"
"Goochland County",-,"302 - Goochland Court House 2",161,343,14,7,6,3,534
"Goochland County",-,"401 - Shallow Well",458,673,41,19,3,6,"1,200"
"Goochland County",-,"402 - Centerville",531,"1,238",56,24,4,11,"1,864"
"Goochland County",-,"501 - Manakin",566,"1,205",81,10,7,20,"1,889"
"Goochland County",-,"502 - Blair Road",331,713,56,10,2,10,"1,122"
"Goochland County",-,"Ab - Central Absentee Precinct",613,796,58,17,7,12,"1,503"
"Goochland County",-,Provisional,5,10,0,0,1,0,16
"Grayson County",-,"101 - Bridle Creek",71,186,4,5,5,1,272
"Grayson County",-,"102 - Flatridge",38,126,2,0,1,0,167
"Grayson County",-,"103 - Grant",76,198,5,2,3,2,286
"Grayson County",-,"104 - Mouth Of Wilson",58,109,6,5,2,2,182
"Grayson County",-,"105 - Mount Rogers",35,178,3,4,0,0,220
"Grayson County",-,"106 - Rugby",46,169,7,4,0,1,227
"Grayson County",-,"107 - Troutdale",17,110,1,1,0,4,133
"Grayson County",-,"108 - Comers Rock",41,138,3,2,2,1,187
"Grayson County",-,"202 - Elk Creek",79,352,6,6,7,0,450
"Grayson County",-,"203 - Independence",244,889,19,17,8,4,"1,181"
"Grayson County",-,"301 - Baywood",124,582,10,6,3,1,726
"Grayson County",-,"302 - Fairview",143,742,8,12,7,3,915
"Grayson County",-,"401 - Fries",98,287,5,4,1,2,397
"Grayson County",-,"402 - Providence",100,667,7,8,10,2,794
"Grayson County",-,"403 - Oldtown",73,290,7,5,2,2,379
"Grayson County",-,"Ab - Central Absentee Precinct",164,569,17,12,4,3,769
"Grayson County",-,Provisional,0,0,0,0,0,0,0
"Greene County",-,"101 - Dyke",220,615,21,7,6,10,879
"Greene County",-,"102 - Swift Run",341,757,66,22,8,17,"1,211"
"Greene County",-,"201 - Ruckersville",643,"1,274",96,50,13,23,"2,099"
"Greene County",-,"301 - Stanardsville",523,"1,311",66,16,16,13,"1,945"
"Greene County",-,"401 - Midway",757,"1,426",112,54,15,27,"2,391"
"Greene County",-,"Ab - Central Absentee Precinct",439,560,44,17,8,10,"1,078"
"Greene County",-,Provisional,1,2,1,1,0,0,5
"Greensville County",-,"101 - Precinct 1-a",317,158,5,3,0,0,483
"Greensville County",-,"102 - Precinct 1-b",86,114,5,0,1,0,206
"Greensville County",-,"103 - Precinct 1-c",305,44,2,0,3,0,354
"Greensville County",-,"201 - Precinct 2-a",421,167,3,3,1,0,595
"Greensville County",-,"202 - Precinct 2-b",284,400,5,0,1,0,690
"Greensville County",-,"302 - Precinct 3-a",753,398,12,3,0,0,"1,166"
"Greensville County",-,"401 - Precinct 4-a",110,204,7,2,0,0,323
"Greensville County",-,"402 - Precinct 4-b",195,111,5,1,0,0,312
"Greensville County",-,"403 - Precinct 4-c",87,140,6,0,0,0,233
"Greensville County",-,Provisional,0,1,0,0,0,0,1
"Halifax County",-,"101 - Childrey",292,428,9,4,0,0,733
"Halifax County",-,"102 - Liberty",149,218,3,4,1,0,375
"Halifax County",-,"103 - Republican Grove",366,395,6,3,6,5,781
"Halifax County",-,"201 - Clays Mill",172,365,5,2,0,1,545
"Halifax County",-,"202 - Crossroads",212,294,6,2,0,0,514
"Halifax County",-,"203 - Clover",404,416,7,1,4,1,833
"Halifax County",-,"302 - Meadville",227,111,5,7,2,1,353
"Halifax County",-,"304 - Vernon Hill",200,367,1,3,2,3,576
"Halifax County",-,"305 - Sinai",649,399,11,1,3,4,"1,067"
"Halifax County",-,"401 - Courthouse",452,444,14,6,5,3,924
"Halifax County",-,"403 - Center",271,580,22,9,3,2,887
"Halifax County",-,"502 - Dan River",419,841,37,9,4,4,"1,314"
"Halifax County",-,"503 - Scottsburg",129,497,11,4,0,1,642
"Halifax County",-,"601 - Black Walnut",222,514,7,3,1,0,747
"Halifax County",-,"603 - Mt Carmel",485,596,15,5,2,0,"1,103"
"Halifax County",-,"605 - Union",107,205,5,2,2,0,321
"Halifax County",-,"701 - Hyco",265,760,9,2,0,1,"1,037"
"Halifax County",-,"702 - Midway",104,578,13,1,0,3,699
"Halifax County",-,"703 - Virgilina",98,375,8,1,0,0,482
"Halifax County",-,"801 - South Boston East",597,251,12,3,4,1,868
"Halifax County",-,"802 - South Boston West",362,178,6,1,2,2,551
"Halifax County",-,"Ab - Central Absentee Precinct",708,886,25,4,3,10,"1,636"
"Halifax County",-,Provisional,7,6,0,0,0,0,13
"Hampton City",-,"101 - Aberdeen (CD 3)","1,228",216,34,12,23,11,"1,524"
"Hampton City",-,"102 - Bassette (CD 3)","1,644",117,13,21,6,15,"1,816"
"Hampton City",-,"103 - City Hall (CD 3)",890,183,36,3,10,8,"1,130"
"Hampton City",-,"104 - Cooper (CD 3)","2,092",349,60,26,24,32,"2,583"
"Hampton City",-,"105 - East Hampton (CD 3)","1,813",245,26,9,18,7,"2,118"
"Hampton City",-,"106 - Armstrong (CD 3)","1,159",636,80,25,23,20,"1,943"
"Hampton City",-,"107 - Lindsay (CD 3)","1,288",276,19,11,9,5,"1,608"
"Hampton City",-,"108 - Thomas (CD 3)","1,851",268,30,20,16,6,"2,191"
"Hampton City",-,"109 - Phenix (CD 3)","1,841",129,25,13,8,10,"2,026"
"Hampton City",-,"110 - Phoebus (CD 2)",301,200,19,3,2,1,526
"Hampton City",-,"111 - Hampton Library (CD 3)",401,296,40,5,12,3,757
"Hampton City",-,"112 - Smith (CD 3)","1,636",610,60,19,23,25,"2,373"
"Hampton City",-,"115 - Wythe (CD 3)",560,505,44,11,4,8,"1,132"
"Hampton City",-,"116 - Jones (CD 3)",654,237,24,11,8,8,942
"Hampton City",-,"117 - Kecoughtan (CD 3)","1,082",380,39,17,11,14,"1,543"
"Hampton City",-,"118 - Mallory (CD 3)","1,832",241,20,12,12,18,"2,135"
"Hampton City",-,"201 - Booker (CD 2)",924,"1,065",105,19,10,16,"2,139"
"Hampton City",-,"202 - Bryan (CD 2)","1,004",919,84,17,27,13,"2,064"
"Hampton City",-,"203 - Burbank (CD 2)",845,585,47,13,14,20,"1,524"
"Hampton City",-,"204 - Forrest (CD 3)","1,073",541,43,15,14,6,"1,692"
"Hampton City",-,"205 - Asbury (CD 2)",982,"1,773",102,33,28,14,"2,932"
"Hampton City",-,"208 - Kraft (CD 3)","1,604","1,176",111,25,32,22,"2,970"
"Hampton City",-,"209 - Langley (CD 2)",940,825,57,14,16,20,"1,872"
"Hampton City",-,"210 - Machen (CD 3)","1,993",678,81,41,19,14,"2,826"
"Hampton City",-,"212 - Bethel (CD 3)","1,877",740,79,28,23,15,"2,762"
"Hampton City",-,"213 - Phillips (CD 2)","1,192","1,381",120,42,19,34,"2,788"
"Hampton City",-,"214 - Tucker Capps (CD 3)","1,376",839,62,20,20,19,"2,336"
"Hampton City",-,"215 - Tyler (CD 2)",20,12,1,0,0,1,34
"Hampton City",-,"215 - Tyler (CD 3)",471,85,10,3,2,3,574
"Hampton City",-,"216 - Sandy Bottom (CD 3)",855,439,37,15,8,18,"1,372"
"Hampton City",-,"217 - Syms (CD 3)",444,505,33,4,1,7,994
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",884,559,43,18,8,12,"1,524"
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)","4,433",843,69,24,23,34,"5,426"
"Hampton City",-,"Provisional (CD 2)",32,29,4,2,0,0,67
"Hampton City",-,"Provisional (CD 3)",91,20,1,0,1,0,113
"Hanover County",-,"101 - Ashland",722,623,51,11,11,10,"1,428"
"Hanover County",-,"104 - Sliding Hill",613,878,61,24,7,16,"1,599"
"Hanover County",-,"105 - Berkley",796,499,49,19,12,6,"1,381"
"Hanover County",-,"106 - Kersey Creek",325,604,33,15,1,7,985
"Hanover County",-,"107 - Chickahominy",476,721,73,21,5,10,"1,306"
"Hanover County",-,"201 - Beaverdam",498,"1,498",70,16,7,13,"2,102"
"Hanover County",-,"202 - Blunts",363,645,31,4,2,4,"1,049"
"Hanover County",-,"203 - Wilmington Parish",447,"1,015",47,15,8,5,"1,537"
"Hanover County",-,"206 - Courthouse",477,643,38,19,6,6,"1,189"
"Hanover County",-,"208 - Oak Knoll",409,944,57,18,8,7,"1,443"
"Hanover County",-,"209 - West Hanover",145,279,18,4,4,1,451
"Hanover County",-,"210 - Oak Hill",146,368,22,4,2,3,545
"Hanover County",-,"301 - Clay",508,"1,277",55,19,8,10,"1,877"
"Hanover County",-,"303 - Shady Grove",481,"1,072",50,24,10,8,"1,645"
"Hanover County",-,"304 - Atlee","1,221","2,138",174,53,22,20,"3,628"
"Hanover County",-,"305 - Cool Spring",618,"1,117",78,30,2,17,"1,862"
"Hanover County",-,"401 - Battlefield",391,"1,563",58,18,5,7,"2,042"
"Hanover County",-,"403 - Cold Harbor",658,"1,687",92,22,16,15,"2,490"
"Hanover County",-,"404 - Black Creek",404,"1,694",39,30,7,12,"2,186"
"Hanover County",-,"405 - Pebble Creek",361,759,31,20,1,10,"1,182"
"Hanover County",-,"406 - Beaverdam Creek",132,319,22,7,6,1,487
"Hanover County",-,"502 - Rural Point",542,"1,271",45,21,12,17,"1,908"
"Hanover County",-,"503 - Newman",523,"1,000",79,19,5,11,"1,637"
"Hanover County",-,"504 - Studley",236,954,40,20,12,9,"1,271"
"Hanover County",-,"505 - Totopotomoy",211,740,35,5,4,6,"1,001"
"Hanover County",-,"506 - Georgetown",369,923,63,18,4,9,"1,386"
"Hanover County",-,"507 - Laurel Meadow",460,"1,185",77,20,4,12,"1,758"
"Hanover County",-,"601 - Village",726,"1,863",105,22,21,11,"2,748"
"Hanover County",-,"602 - Lee Davis",557,"1,410",73,14,16,5,"2,075"
"Hanover County",-,"603 - Mechanicsville",565,838,56,24,13,8,"1,504"
"Hanover County",-,"604 - Hanover Grove",342,882,50,13,1,7,"1,295"
"Hanover County",-,"701 - Farrington",478,"1,190",55,20,10,9,"1,762"
"Hanover County",-,"702 - Montpelier",582,984,66,12,7,9,"1,660"
"Hanover County",-,"703 - Rockville",520,"1,110",57,15,9,13,"1,724"
"Hanover County",-,"704 - Elmont",684,"1,165",76,33,12,11,"1,981"
"Hanover County",-,"705 - South Anna",308,654,34,18,7,3,"1,024"
"Hanover County",-,"Ab - Central Absentee Precinct","2,066","3,080",247,73,27,46,"5,539"
"Hanover County",-,Provisional,22,38,3,1,0,2,66
"Harrisonburg City",-,"101 - Northeast","1,432",753,117,41,26,15,"2,384"
"Harrisonburg City",-,"102 - East Central",693,263,49,21,18,12,"1,056"
"Harrisonburg City",-,"103 - Southeast","1,302",842,113,34,32,28,"2,351"
"Harrisonburg City",-,"104 - East","1,257",880,116,25,32,15,"2,325"
"Harrisonburg City",-,"105 - South East Central","1,235",736,115,30,23,13,"2,152"
"Harrisonburg City",-,"201 - Northwest","1,079",801,76,46,29,23,"2,054"
"Harrisonburg City",-,"202 - Southwest","1,266",829,89,48,51,16,"2,299"
"Harrisonburg City",-,"203 - West","1,156",620,84,48,34,12,"1,954"
"Harrisonburg City",-,"Ab - Central Absentee Precinct",788,534,50,17,10,10,"1,409"
"Harrisonburg City",-,Provisional,4,4,1,0,0,0,9
"Henrico County",-,"101 - Coalpit (CD 7)","1,272","1,193",97,49,16,17,"2,644"
"Henrico County",-,"102 - Dumbarton (CD 7)","1,469",505,69,28,21,16,"2,108"
"Henrico County",-,"103 - Glen Allen (CD 7)","1,238","1,389",106,41,10,21,"2,805"
"Henrico County",-,"104 - Glenside (CD 7)","1,105",326,31,3,16,9,"1,490"
"Henrico County",-,"105 - Greendale (CD 7)",664,464,50,18,17,8,"1,221"
"Henrico County",-,"106 - Hermitage (CD 7)","1,181",842,101,31,18,22,"2,195"
"Henrico County",-,"107 - Hilliard (CD 7)",491,363,44,19,8,5,930
"Henrico County",-,"108 - Hungary Creek (CD 7)","1,336","1,288",105,42,17,16,"2,804"
"Henrico County",-,"109 - Hunton (CD 7)",284,441,31,9,8,4,777
"Henrico County",-,"110 - Johnson (CD 7)",404,310,27,9,13,2,765
"Henrico County",-,"111 - Lakeside (CD 7)",889,783,91,17,26,22,"1,828"
"Henrico County",-,"112 - Longan (CD 7)","1,002",919,69,30,22,15,"2,057"
"Henrico County",-,"113 - Maude Trevvett (CD 7)",393,392,40,7,5,6,843
"Henrico County",-,"114 - Monument Hills (CD 7)",385,330,60,25,5,6,811
"Henrico County",-,"115 - Staples Mill (CD 7)","1,210","1,353",106,48,15,22,"2,754"
"Henrico County",-,"116 - Summit Court (CD 7)",525,405,62,15,15,10,"1,032"
"Henrico County",-,"117 - Westwood (CD 7)",764,554,64,19,13,8,"1,422"
"Henrico County",-,"201 - Adams (CD 4)","1,273",71,6,1,11,2,"1,364"
"Henrico County",-,"202 - Azalea (CD 7)","2,053",125,27,15,15,14,"2,249"
"Henrico County",-,"203 - Belmont (CD 7)","1,078",479,63,29,15,8,"1,672"
"Henrico County",-,"204 - Brookland (CD 7)",235,235,15,4,3,2,494
"Henrico County",-,"205 - Canterbury (CD 7)",259,286,43,3,2,4,597
"Henrico County",-,"206 - Central Gardens (CD 4)","1,724",35,9,8,9,26,"1,811"
"Henrico County",-,"207 - Chamberlayne (CD 7)","1,327",431,51,23,15,5,"1,852"
"Henrico County",-,"208 - Fairfield (CD 4)","1,568",60,8,3,8,7,"1,654"
"Henrico County",-,"209 - Glen Lea (CD 4)",982,180,15,4,9,12,"1,202"
"Henrico County",-,"210 - Greenwood (CD 7)",875,202,34,10,7,7,"1,135"
"Henrico County",-,"211 - Highland Gardens (CD 4)",689,32,8,1,4,7,741
"Henrico County",-,"212 - Hollybrook (CD 7)",389,170,18,7,6,3,593
"Henrico County",-,"213 - Hungary (CD 7)",825,194,33,18,8,5,"1,083"
"Henrico County",-,"214 - Longdale (CD 7)",710,384,55,18,12,5,"1,184"
"Henrico County",-,"215 - Maplewood (CD 4)","1,793",79,11,7,17,4,"1,911"
"Henrico County",-,"216 - Moody (CD 7)",383,318,30,11,8,1,751
"Henrico County",-,"217 - Mountain (CD 7)",293,228,25,12,1,2,561
"Henrico County",-,"218 - Oakview (CD 7)",62,56,4,1,3,2,128
"Henrico County",-,"219 - Randolph (CD 7)",202,46,4,1,2,0,255
"Henrico County",-,"220 - Ratcliffe (CD 4)","2,132",127,29,17,17,13,"2,335"
"Henrico County",-,"221 - Stratford Hall (CD 7)",156,101,11,9,5,1,283
"Henrico County",-,"222 - Wilder (CD 7)","1,051",233,30,11,9,7,"1,341"
"Henrico County",-,"223 - Yellow Tavern (CD 7)","1,324",869,58,25,13,10,"2,299"
"Henrico County",-,"224 - Essex Village (CD 4)",619,9,4,3,1,5,641
"Henrico County",-,"301 - Causeway (CD 7)",615,624,63,26,3,15,"1,346"
"Henrico County",-,"302 - Cedarfield (CD 7)",769,942,104,38,8,20,"1,881"
"Henrico County",-,"303 - Innsbrook (CD 7)","1,046",862,76,37,11,18,"2,050"
"Henrico County",-,"304 - Jackson Davis (CD 7)",486,625,48,22,6,13,"1,200"
"Henrico County",-,"305 - Nuckols Farm (CD 7)",920,"1,117",114,45,12,21,"2,229"
"Henrico County",-,"306 - Pocahontas (CD 7)",937,812,68,24,9,7,"1,857"
"Henrico County",-,"307 - Ridge (CD 7)",505,546,41,22,7,9,"1,130"
"Henrico County",-,"308 - Rivers Edge (CD 7)",910,"1,022",97,31,4,22,"2,086"
"Henrico County",-,"309 - Sadler (CD 7)","1,076",917,81,28,7,9,"2,118"
"Henrico County",-,"310 - Shady Grove (CD 7)",946,"1,239",80,28,7,21,"2,321"
"Henrico County",-,"311 - Short Pump (CD 7)","1,343","1,259",85,31,15,32,"2,765"
"Henrico County",-,"312 - Springfield (CD 7)",780,562,63,32,6,10,"1,453"
"Henrico County",-,"313 - Stoney Run (CD 7)","1,278","1,331",128,53,16,24,"2,830"
"Henrico County",-,"314 - Three Chopt (CD 7)",908,963,93,40,20,13,"2,037"
"Henrico County",-,"315 - Tucker (CD 7)","1,451",608,92,55,22,14,"2,242"
"Henrico County",-,"401 - Quioccasin (CD 7)","1,024",893,105,41,15,16,"2,094"
"Henrico County",-,"402 - Crestview (CD 7)",907,643,83,27,15,15,"1,690"
"Henrico County",-,"403 - Derbyshire (CD 7)",566,786,70,14,6,19,"1,461"
"Henrico County",-,"404 - Freeman (CD 7)",606,574,73,33,10,16,"1,312"
"Henrico County",-,"405 - Gayton (CD 7)",956,"1,202",121,40,14,24,"2,357"
"Henrico County",-,"406 - Godwin (CD 7)",810,783,99,30,9,14,"1,745"
"Henrico County",-,"407 - Lakewood (CD 7)",666,803,81,14,9,7,"1,580"
"Henrico County",-,"408 - Lauderdale (CD 7)",893,790,64,28,12,13,"1,800"
"Henrico County",-,"409 - Maybeury (CD 7)",865,919,98,21,21,17,"1,941"
"Henrico County",-,"410 - Mooreland (CD 7)",411,687,61,18,5,12,"1,194"
"Henrico County",-,"411 - Pemberton (CD 7)",879,623,71,23,22,7,"1,625"
"Henrico County",-,"412 - Pinchbeck (CD 7)","1,096",913,100,22,19,17,"2,167"
"Henrico County",-,"413 - Ridgefield (CD 7)",999,"1,104",95,56,16,19,"2,289"
"Henrico County",-,"414 - Rollingwood (CD 7)",701,586,103,26,1,7,"1,424"
"Henrico County",-,"415 - Skipwith (CD 7)",583,451,42,12,5,7,"1,100"
"Henrico County",-,"416 - Spottswood (CD 7)",385,362,50,10,3,7,817
"Henrico County",-,"417 - Tuckahoe (CD 7)",940,"1,390",169,33,8,15,"2,555"
"Henrico County",-,"418 - Welborne (CD 7)",730,485,75,11,14,13,"1,328"
"Henrico County",-,"419 - West End (CD 7)",919,920,90,28,7,16,"1,980"
"Henrico County",-,"501 - Antioch (CD 4)",363,"1,054",27,7,2,10,"1,463"
"Henrico County",-,"502 - Cedar Fork (CD 4)",700,124,19,4,4,6,857
"Henrico County",-,"503 - Chickahominy (CD 4)",741,898,39,19,14,11,"1,722"
"Henrico County",-,"504 - Donahoe (CD 4)",733,431,21,15,13,7,"1,220"
"Henrico County",-,"505 - Dorey (CD 4)",881,871,48,15,5,5,"1,825"
"Henrico County",-,"506 - Eanes (CD 4)","1,181",379,32,5,11,11,"1,619"
"Henrico County",-,"507 - Elko (CD 4)",103,450,18,2,3,0,576
"Henrico County",-,"508 - Highland Springs (CD 4)","1,232",256,26,5,15,3,"1,537"
"Henrico County",-,"509 - Laburnum (CD 4)","1,093",386,20,10,10,5,"1,524"
