County/City,Ward,Pct,"Hillary R. Clinton","Donald J. Trump","Gary Johnson","Evan McMullin","Jill Stein","All Others","Total Votes Cast"
,,,Democratic,Republican,Libertarian,Independent,Green
"Prince William County",-,"608 - Enterprise (CD 11)","1,073",402,35,13,6,11,"1,540"
"Prince William County",-,"609 - King (CD 1)",0,0,0,0,0,3,3
"Prince William County",-,"609 - King (CD 11)","1,209",540,55,25,8,14,"1,851"
"Prince William County",-,"610 - Fitzgerald (CD 11)","1,161",389,33,14,13,10,"1,620"
"Prince William County",-,"611 - Neabsco (CD 11)",870,286,20,8,11,11,"1,206"
"Prince William County",-,"701 - Belmont (CD 11)","1,015",600,38,18,15,9,"1,695"
"Prince William County",-,"702 - Library (CD 11)","1,150",336,43,25,24,14,"1,592"
"Prince William County",-,"703 - Lynn (CD 11)",826,179,26,15,12,9,"1,067"
"Prince William County",-,"704 - Porter (CD 11)","1,230",269,41,7,16,16,"1,579"
"Prince William County",-,"705 - Potomac View (CD 11)",672,383,17,6,9,8,"1,095"
"Prince William County",-,"706 - Rippon (CD 11)","1,130",512,42,16,12,8,"1,720"
"Prince William County",-,"707 - Kilby (CD 11)",978,361,16,25,12,13,"1,405"
"Prince William County",-,"708 - River Oaks (CD 11)","1,261",275,32,17,13,10,"1,608"
"Prince William County",-,"709 - Freedom (CD 11)","1,309",242,31,14,11,4,"1,611"
"Prince William County",-,"710 - Powells Creek (CD 11)","1,113",229,23,18,31,11,"1,425"
"Prince William County",-,"711 - Grayson (CD 11)","1,372",362,36,11,19,23,"1,823"
"Prince William County",-,"712 - Leesylvania (CD 11)",881,520,32,24,8,15,"1,480"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 1)","10,993","7,669",589,333,106,199,"19,889"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 10)","5,300","5,349",299,187,49,131,"11,315"
"Prince William County",-,"Ab - Central Absentee Precinct (CD 11)","13,660","4,505",374,218,109,163,"19,029"
"Prince William County",-,"Provisional (CD 1)",42,31,5,1,2,1,82
"Prince William County",-,"Provisional (CD 10)",23,12,2,0,0,1,38
"Prince William County",-,"Provisional (CD 11)",31,9,2,0,0,0,42
"Pulaski County",-,"101 - Belspring",156,421,4,8,6,2,597
"Pulaski County",-,"102 - New River",645,"1,005",49,26,21,4,"1,750"
"Pulaski County",-,"103 - West Cloyd",237,706,19,9,6,3,980
"Pulaski County",-,"201 - Draper",238,754,14,12,6,4,"1,028"
"Pulaski County",-,"202 - South Pulaski",69,169,4,2,0,0,244
"Pulaski County",-,"203 - Newbern",466,"1,116",38,20,13,7,"1,660"
"Pulaski County",-,"301 - Dublin",375,"1,137",31,19,3,5,"1,570"
"Pulaski County",-,"302 - Hiwassee",58,280,5,3,4,0,350
"Pulaski County",-,"304 - Snowville",201,648,21,7,5,2,884
"Pulaski County",-,"401 - Massie",538,"1,409",51,27,10,6,"2,041"
"Pulaski County",-,"402 - Walker",122,553,13,7,0,0,695
"Pulaski County",-,"501 - Robinson",669,"1,470",74,19,26,3,"2,261"
"Pulaski County",-,"Ab - Central Absentee Precinct",396,646,27,12,7,8,"1,096"
"Pulaski County",-,Provisional,2,8,1,0,0,0,11
"Radford City",-,"1 - East Precinct","1,339",865,155,28,27,17,"2,431"
"Radford City",-,"2 - Central Precinct",701,672,56,30,15,21,"1,495"
"Radford City",-,"3 - West Precinct",612,906,74,45,13,9,"1,659"
"Radford City",-,"Ab - Central Absentee Precinct",271,194,16,10,3,3,497
"Radford City",-,Provisional,2,1,0,0,0,0,3
"Rappahannock County",-,"101 - Washington",363,478,11,6,4,8,870
"Rappahannock County",-,"201 - Amissville",236,569,30,5,3,0,843
"Rappahannock County",-,"301 - Sperryville",340,397,14,7,7,6,771
"Rappahannock County",-,"401 - Scrabble",265,416,13,5,8,1,708
"Rappahannock County",-,"501 - Chester Gap",77,280,10,6,3,1,377
"Rappahannock County",-,"502 - Flint Hill",183,241,8,9,8,5,454
"Rappahannock County",-,"Ab - Central Absentee Precinct",279,153,7,4,3,5,451
"Rappahannock County",-,Provisional,4,5,0,0,0,0,9
"Richmond County",-,"101 - Precinct 1-1",458,268,4,3,3,3,739
"Richmond County",-,"201 - Precinct 2-1",200,455,14,3,5,0,677
"Richmond County",-,"301 - Precinct 3-1",198,361,12,4,2,3,580
"Richmond County",-,"401 - Precinct 4-1",198,497,9,3,1,1,709
"Richmond County",-,"501 - Precinct 5-1",182,476,8,5,1,1,673
"Richmond County",-,"Ab - Central Absentee Precinct",111,156,10,3,1,2,283
"Richmond County",-,Provisional,0,0,0,0,0,0,0
"Richmond City",-,"101 - One Hundred One (CD 4)","1,260",674,134,27,11,29,"2,135"
"Richmond City",-,"102 - One Hundred Two (CD 4)",500,390,69,19,6,4,988
"Richmond City",-,"104 - One Hundred Four (CD 4)",750,595,114,28,5,17,"1,509"
"Richmond City",-,"105 - One Hundred Five (CD 4)",830,450,99,32,8,17,"1,436"
"Richmond City",-,"106 - One Hundred Six (CD 4)",568,776,109,33,5,24,"1,515"
"Richmond City",-,"111 - One Hundred Eleven (CD 4)",757,445,67,21,7,8,"1,305"
"Richmond City",-,"112 - One Hundred Twelve (CD 4)",699,323,59,16,4,7,"1,108"
"Richmond City",-,"113 - One Hundred Thirteen (CD 4)","1,256",262,91,25,28,14,"1,676"
"Richmond City",-,"114 - One Hundred Fourteen (CD 4)","1,447",360,142,22,31,29,"2,031"
"Richmond City",-,"203 - Two Hundred Three (CD 4)","1,545",398,98,34,19,12,"2,106"
"Richmond City",-,"204 - Two Hundred Four (CD 4)","1,320",339,107,32,33,16,"1,847"
"Richmond City",-,"206 - Two Hundred Six (CD 4)","2,308",229,94,11,49,16,"2,707"
"Richmond City",-,"207 - Two Hundred Seven (CD 4)","1,370",362,106,20,23,21,"1,902"
"Richmond City",-,"208 - Two Hundred Eight (CD 4)","1,476",331,105,34,19,16,"1,981"
"Richmond City",-,"213 - Two Hundred Thirteen (CD 4)","2,181",183,86,17,66,21,"2,554"
"Richmond City",-,"301 - Three Hundred One (CD 4)",861,25,11,3,8,4,912
"Richmond City",-,"302 - Three Hundred Two (CD 4)",863,92,26,14,9,3,"1,007"
"Richmond City",-,"303 - Three Hundred Three (CD 4)",762,38,18,7,9,2,836
"Richmond City",-,"304 - Three Hundred Four (CD 4)","1,111",30,13,3,16,11,"1,184"
"Richmond City",-,"305 - Three Hundred Five (CD 4)","1,076",82,38,24,17,13,"1,250"
"Richmond City",-,"306 - Three Hundred Six (CD 4)",964,53,28,9,17,4,"1,075"
"Richmond City",-,"307 - Three Hundred Seven (CD 4)",955,195,49,16,10,11,"1,236"
"Richmond City",-,"308 - Three Hundred Eight (CD 4)","1,005",230,56,17,9,12,"1,329"
"Richmond City",-,"309 - Three Hundred Nine (CD 4)",629,318,36,12,6,4,"1,005"
"Richmond City",-,"310 - Three Hundred Ten (CD 4)",608,4,3,0,3,4,622
"Richmond City",-,"402 - Four Hundred Two (CD 4)","1,540",496,134,31,23,21,"2,245"
"Richmond City",-,"404 - Four Hundred Four (CD 4)","1,393",381,68,23,30,13,"1,908"
"Richmond City",-,"409 - Four Hundred Nine (CD 4)","1,443",956,106,27,18,23,"2,573"
"Richmond City",-,"410 - Four Hundred Ten (CD 4)","1,044",410,44,22,16,10,"1,546"
"Richmond City",-,"412 - Four Hundred Twelve (CD 4)","1,018",306,45,20,12,10,"1,411"
"Richmond City",-,"413 - Four Hundred Thirteen (CD 4)",904,429,63,19,16,8,"1,439"
"Richmond City",-,"414 - Four Hundred Fourteen (CD 4)",900,559,73,28,14,10,"1,584"
"Richmond City",-,"501 - Five Hundred One (CD 4)","1,528",215,79,13,29,11,"1,875"
"Richmond City",-,"503 - Five Hundred Three (CD 4)","1,553",140,66,15,10,6,"1,790"
"Richmond City",-,"504 - Five Hundred Four (CD 4)","1,931",261,113,30,44,28,"2,407"
"Richmond City",-,"505 - Five Hundred Five (CD 4)",897,138,55,9,33,9,"1,141"
"Richmond City",-,"508 - Five Hundred Eight (CD 4)",713,132,46,16,16,14,937
"Richmond City",-,"509 - Five Hundred Nine (CD 4)","1,231",73,28,11,11,6,"1,360"
"Richmond City",-,"510 - Five Hundred Ten (CD 4)","1,279",99,48,19,19,17,"1,481"
"Richmond City",-,"602 - Six Hundred Two (CD 4)",970,13,2,5,5,22,"1,017"
"Richmond City",-,"603 - Six Hundred Three (CD 4)","1,082",30,10,9,20,4,"1,155"
"Richmond City",-,"604 - Six Hundred Four (CD 4)",835,32,10,3,10,3,893
"Richmond City",-,"606 - Six Hundred Six (CD 4)","1,281",47,12,9,9,7,"1,365"
"Richmond City",-,"607 - Six Hundred Seven (CD 4)","1,342",241,56,18,30,12,"1,699"
"Richmond City",-,"609 - Six Hundred Nine (CD 4)","1,482",180,67,10,32,9,"1,780"
"Richmond City",-,"610 - Six Hundred Ten (CD 4)",982,22,2,8,5,3,"1,022"
"Richmond City",-,"701 - Seven Hundred One (CD 4)","1,142",16,6,3,7,2,"1,176"
"Richmond City",-,"702 - Seven Hundred Two (CD 4)",994,35,22,19,15,7,"1,092"
"Richmond City",-,"703 - Seven Hundred Three (CD 4)","1,012",36,32,27,10,10,"1,127"
"Richmond City",-,"705 - Seven Hundred Five (CD 4)",886,88,42,18,21,15,"1,070"
"Richmond City",-,"706 - Seven Hundred Six (CD 4)","1,629",96,30,11,24,14,"1,804"
"Richmond City",-,"707 - Seven Hundred Seven (CD 4)","1,872",245,87,29,32,18,"2,283"
"Richmond City",-,"708 - Seven Hundred Eight (CD 4)","1,554",332,122,31,31,18,"2,088"
"Richmond City",-,"802 - Eight Hundred Two (CD 4)",999,19,12,6,9,6,"1,051"
"Richmond City",-,"806 - Eight Hundred Six (CD 4)","1,298",129,4,5,13,7,"1,456"
"Richmond City",-,"810 - Eight Hundred Ten (CD 4)",945,114,8,6,10,7,"1,090"
"Richmond City",-,"811 - Eight Hundred Eleven (CD 4)","1,233",94,8,12,12,8,"1,367"
"Richmond City",-,"812 - Eight Hundred Twelve (CD 4)","1,518",233,17,9,12,9,"1,798"
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 4)",903,49,5,8,9,2,976
"Richmond City",-,"902 - Nine Hundred Two (CD 4)",528,39,7,6,5,0,585
"Richmond City",-,"903 - Nine Hundred Three (CD 4)","1,319",158,11,8,8,4,"1,508"
"Richmond City",-,"908 - Nine Hundred Eight (CD 4)","1,249",118,27,12,9,4,"1,419"
"Richmond City",-,"909 - Nine Hundred Nine (CD 4)","1,381",138,20,16,18,8,"1,581"
"Richmond City",-,"910 - Nine Hundred Ten (CD 4)","1,140",131,15,6,14,4,"1,310"
"Richmond City",-,"911 - Nine Hundred Eleven (CD 4)","1,167",64,7,12,9,7,"1,266"
"Richmond City",-,"AB - Central Absentee Precinct (CD 4)","5,964","1,095",248,57,46,53,"7,463"
"Richmond City",-,"Provisional (CD 4)",77,8,2,2,0,1,90
"Roanoke County",-,"101 - Catawba (CD 9)",130,424,21,5,2,3,585
"Roanoke County",-,"102 - Mason Valley (CD 9)",118,393,24,5,1,6,547
"Roanoke County",-,"103 - Glenvar (CD 9)",393,952,35,14,9,7,"1,410"
"Roanoke County",-,"104 - Northside (CD 9)",433,617,28,9,7,7,"1,101"
"Roanoke County",-,"105 - Peters Creek (CD 9)",696,"1,371",71,28,10,20,"2,196"
"Roanoke County",-,"106 - Green Hill (CD 9)",604,"1,390",54,33,8,6,"2,095"
"Roanoke County",-,"107 - Bennett Springs (CD 9)",155,553,23,6,5,1,743
"Roanoke County",-,"108 - Wildwood (CD 9)",294,736,38,11,6,5,"1,090"
"Roanoke County",-,"201 - Plantation (CD 6)",463,897,50,26,8,5,"1,449"
"Roanoke County",-,"202 - Burlington (CD 6)",386,539,30,20,13,6,994
"Roanoke County",-,"203 - Mountain View (CD 6)",649,"1,422",61,33,4,3,"2,172"
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",659,971,48,25,7,8,"1,718"
"Roanoke County",-,"205 - Orchards (CD 6)",656,"1,579",54,39,8,4,"2,340"
"Roanoke County",-,"206 - Hollins (CD 6)",353,455,20,11,6,4,849
"Roanoke County",-,"301 - Bent Mountain (CD 9)",148,330,14,8,4,4,508
"Roanoke County",-,"302 - Poages Mill (CD 6)",655,"1,471",78,28,13,12,"2,257"
"Roanoke County",-,"303 - Windsor Hills (CD 6)",494,724,45,24,3,2,"1,292"
"Roanoke County",-,"304 - Oak Grove (CD 6)",820,"1,265",68,28,10,18,"2,209"
"Roanoke County",-,"305 - Castle Rock (CD 6)",928,"1,369",101,35,14,19,"2,466"
"Roanoke County",-,"306 - Garst Mill (CD 6)",486,545,46,17,10,10,"1,114"
"Roanoke County",-,"402 - Bonsack (CD 6)",133,328,10,7,3,3,484
"Roanoke County",-,"403 - North Vinton (CD 6)",428,940,52,18,10,8,"1,456"
"Roanoke County",-,"404 - South Vinton (CD 6)",563,"1,087",43,7,14,9,"1,723"
"Roanoke County",-,"405 - Lindenwood (CD 6)",740,"1,809",71,20,4,11,"2,655"
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",469,"1,305",56,25,16,8,"1,879"
"Roanoke County",-,"501 - Cotton Hill (CD 6)",431,719,35,23,9,13,"1,230"
"Roanoke County",-,"502 - Penn Forest (CD 6)",388,640,35,17,8,5,"1,093"
"Roanoke County",-,"503 - Cave Spring (CD 6)",485,831,40,27,6,11,"1,400"
"Roanoke County",-,"504 - Ogden (CD 6)",567,614,68,22,15,12,"1,298"
"Roanoke County",-,"505 - Clearbrook (CD 6)",273,717,26,6,5,3,"1,030"
"Roanoke County",-,"506 - Mount Vernon (CD 6)",415,628,47,14,10,6,"1,120"
"Roanoke County",-,"507 - Hunting Hills (CD 6)",715,"1,144",62,27,17,15,"1,980"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)","1,622","2,069",125,48,13,31,"3,908"
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",441,561,39,12,8,12,"1,073"
"Roanoke County",-,"Provisional (CD 6)",7,12,2,0,0,0,21
"Roanoke County",-,"Provisional (CD 9)",3,1,0,0,0,0,4
"Roanoke City",-,"1 -Peters Creek","1,220",303,18,9,21,10,"1,581"
"Roanoke City",-,"2 - Grandview","1,037",539,40,16,20,15,"1,667"
"Roanoke City",-,"3 -Preston Park",701,"1,003",63,16,12,8,"1,803"
"Roanoke City",-,"4 - Williamson Road",762,728,58,13,20,9,"1,590"
"Roanoke City",-,"5 - East Gate",577,"1,016",65,7,10,10,"1,685"
"Roanoke City",-,"6 - Hollins Road",839,827,75,21,15,11,"1,788"
"Roanoke City",-,"7 - Southeast",537,704,62,17,22,20,"1,362"
"Roanoke City",-,"8 - Lincoln Terrace","1,132",84,20,4,11,5,"1,256"
"Roanoke City",-,"9 - Highland","1,034",375,87,16,29,15,"1,556"
"Roanoke City",-,"10 - Old Southwest-Wasena","1,016",565,98,24,45,17,"1,765"
"Roanoke City",-,"11 - Raleigh Court","1,120",731,75,30,20,14,"1,990"
"Roanoke City",-,"12 - South Roanoke",689,804,53,40,10,10,"1,606"
"Roanoke City",-,"13 - Garden City",551,"1,057",80,16,18,3,"1,725"
"Roanoke City",-,"14 - Crystal Spring",949,854,72,33,19,11,"1,938"
"Roanoke City",-,"15 - Grandin Court",878,782,72,29,27,17,"1,805"
"Roanoke City",-,"16 - Deyerle",756,950,44,14,8,11,"1,783"
"Roanoke City",-,"17 - Lee-Hi",917,694,91,20,24,10,"1,756"
"Roanoke City",-,"18 - Virginia Heights-Norwich","1,200",469,48,16,22,13,"1,768"
"Roanoke City",-,"19 - Summit Hills",880,636,51,22,11,4,"1,604"
"Roanoke City",-,"20 - Forest Park",829,88,14,7,7,2,947
"Roanoke City",-,"21 - Eureka Park","1,744",137,22,2,11,2,"1,918"
"Roanoke City",-,"Ab - Central Absentee Precinct","2,889","1,418",107,40,29,34,"4,517"
"Roanoke City",-,Provisional,29,25,1,1,0,0,56
"Rockbridge County",-,"101 - Airport",344,458,32,14,1,9,858
"Rockbridge County",-,"102 - Ben Salem",206,404,11,15,5,7,648
"Rockbridge County",-,"103 - Plank Road",90,234,11,4,2,0,341
"Rockbridge County",-,"104 - Effinger",100,259,8,6,7,4,384
"Rockbridge County",-,"201 - Collierstown",224,356,14,11,3,10,618
"Rockbridge County",-,"202 - Highland Belle",404,657,26,25,3,8,"1,123"
"Rockbridge County",-,"203 - Vo-tech",167,139,13,5,1,1,326
"Rockbridge County",-,"301 - Maury River",199,372,8,7,2,2,590
"Rockbridge County",-,"302 - Natural Bridge",168,443,25,5,4,4,649
"Rockbridge County",-,"303 - Falling Spring",73,216,9,5,0,3,306
"Rockbridge County",-,"401 - Fairfield",181,444,12,4,8,3,652
"Rockbridge County",-,"402 - Mountain View",218,672,21,11,5,8,935
"Rockbridge County",-,"403 - Vesuvius",76,244,3,7,3,3,336
"Rockbridge County",-,"501 - Goshen",60,272,3,6,3,2,346
"Rockbridge County",-,"502 - Meadowview",244,317,21,12,4,9,607
"Rockbridge County",-,"503 - Rockbridge Baths",140,260,7,1,3,4,415
"Rockbridge County",-,"504 - Rockbridge",213,465,21,12,6,4,721
"Rockbridge County",-,"Ab - Central Absentee Precinct",399,459,26,21,6,18,929
"Rockbridge County",-,Provisional,2,9,0,0,0,0,11
"Rockingham County",-,"101 - Broadway",424,"1,214",65,24,9,9,"1,745"
"Rockingham County",-,"102 - Timberville",230,659,35,12,9,3,948
"Rockingham County",-,"103 - Fulks Run",119,816,18,11,4,3,971
"Rockingham County",-,"104 - Bergton",42,282,8,1,1,3,337
"Rockingham County",-,"105 - Lacey Spring",112,636,21,14,2,2,787
"Rockingham County",-,"106 - Tenth Legion",134,526,21,14,3,4,702
"Rockingham County",-,"107 - Plains",148,617,24,14,1,5,809
"Rockingham County",-,"108 - Little North Mountain",103,428,10,18,0,4,563
"Rockingham County",-,"201 - Singers Glen",216,827,32,15,6,8,"1,104"
"Rockingham County",-,"202 - Edom",491,"1,125",56,24,15,10,"1,721"
"Rockingham County",-,"203 - Dayton",232,487,31,17,6,2,775
"Rockingham County",-,"204 - Mt Clinton",259,900,29,19,5,10,"1,222"
"Rockingham County",-,"205 - Silver Lake",480,964,46,47,10,6,"1,553"
"Rockingham County",-,"301 - Keezletown",199,586,34,10,4,9,842
"Rockingham County",-,"302 - Port Republic",285,989,31,15,3,6,"1,329"
"Rockingham County",-,"303 - Melrose",134,527,17,13,5,1,697
"Rockingham County",-,"304 - Grottoes",260,915,27,16,3,4,"1,225"
"Rockingham County",-,"305 - Massanetta Springs",587,848,54,31,11,8,"1,539"
"Rockingham County",-,"306 - Cross Keys",95,311,10,8,5,9,438
"Rockingham County",-,"307 - Crossroads",685,"1,060",61,34,10,14,"1,864"
"Rockingham County",-,"401 - Bridgewater",809,"1,408",65,57,22,14,"2,375"
"Rockingham County",-,"402 - Montezuma",270,894,27,25,4,8,"1,228"
"Rockingham County",-,"403 - Mt Crawford",56,129,8,7,3,0,203
"Rockingham County",-,"404 - North River",321,884,30,28,8,4,"1,275"
"Rockingham County",-,"405 - Ottobine",191,"1,229",27,12,7,9,"1,475"
"Rockingham County",-,"501 - Elkton",301,952,35,15,4,8,"1,315"
"Rockingham County",-,"502 - Swift Run",252,"1,538",26,14,11,5,"1,846"
"Rockingham County",-,"503 - Mcgaheysville",368,"1,161",62,27,7,6,"1,631"
"Rockingham County",-,"504 - South Fork",134,681,19,8,0,6,848
"Rockingham County",-,"505 - Stony Run",479,889,42,27,15,7,"1,459"
"Rockingham County",-,"Ab - Central Absentee Precinct",945,"1,487",117,33,15,38,"2,635"
"Rockingham County",-,Provisional,5,21,0,0,0,0,26
"Russell County",-,"101 - Moccasin",111,654,8,8,2,6,789
"Russell County",-,"102 - Copper Creek",106,524,10,4,4,1,649
"Russell County",-,"103 - South Castlewood",86,368,11,2,4,0,471
"Russell County",-,"201 - North Castlewood",264,"1,037",23,11,4,7,"1,346"
"Russell County",-,"202 - Dante",58,217,1,5,1,2,284
"Russell County",-,"301 - Cooks Mill",51,190,1,0,3,0,245
"Russell County",-,"302 - Daugherty",60,280,7,5,3,0,355
"Russell County",-,"303 - New Garden",141,620,13,5,8,2,789
"Russell County",-,"304 - Cleveland",113,337,8,9,5,4,476
"Russell County",-,"401 - Drill",25,91,5,0,1,1,123
"Russell County",-,"402 - Swords Creek",134,"1,062",13,6,4,2,"1,221"
"Russell County",-,"403 - Honaker",112,389,8,4,1,3,517
"Russell County",-,"501 - West Lebanon",383,"1,281",33,22,11,9,"1,739"
"Russell County",-,"601 - East Lebanon",168,734,21,7,4,1,935
"Russell County",-,"602 - Elk Garden",191,949,13,10,3,1,"1,167"
"Russell County",-,"Ab - Central Absentee Precinct",327,785,14,6,0,4,"1,136"
"Russell County",-,Provisional,0,3,1,0,0,0,4
"Salem City",-,"1 - North Salem No 2",598,713,63,19,13,10,"1,416"
"Salem City",-,"2 - Conehurst",258,424,29,6,5,8,730
"Salem City",-,"3 - Beverly Heights",185,497,20,17,4,8,731
"Salem City",-,"4 - West Salem",307,682,49,16,7,13,"1,074"
"Salem City",-,"5 - North Salem No 1",565,813,59,11,10,11,"1,469"
"Salem City",-,"6 - South Salem No 1",279,453,25,9,5,3,774
"Salem City",-,"7 - South Salem No 2",332,693,47,12,11,16,"1,111"
"Salem City",-,"8 - East Salem",159,293,16,9,7,2,486
"Salem City",-,"9 - South Side Hills",415,984,50,17,9,10,"1,485"
"Salem City",-,"10 - Hidden Valley",548,972,45,28,7,16,"1,616"
"Salem City",-,"Ab - Central Absentee Precinct",556,702,39,14,14,8,"1,333"
"Salem City",-,Provisional,0,0,0,0,0,0,0
"Scott County",-,"101 - Weber City",115,535,14,5,4,5,678
"Scott County",-,"102 - Yuma",141,677,8,8,1,4,839
"Scott County",-,"202 - Weber City East",77,428,6,5,3,3,522
"Scott County",-,"203 - Hiltons",117,700,13,7,1,5,843
"Scott County",-,"204 - Clark's",23,183,1,1,0,2,210
"Scott County",-,"301 - Nickelsville",76,499,6,0,1,0,582
"Scott County",-,"302 - Snowflake",63,403,2,0,3,1,472
"Scott County",-,"303 - Twin Springs",81,352,5,2,1,1,442
"Scott County",-,"304 - Copper Creek",29,105,2,0,1,0,137
"Scott County",-,"401 - Gate City",259,"1,251",35,5,9,8,"1,567"
"Scott County",-,"501 - Dungannon",77,252,2,3,0,2,336
"Scott County",-,"502 - Fort Blackmore",60,325,1,1,0,0,387
"Scott County",-,"503 - Manville",27,199,5,2,1,0,234
"Scott County",-,"504 - Rye Cove",57,455,2,1,0,1,516
"Scott County",-,"601 - Clinchport",37,324,5,4,2,0,372
"Scott County",-,"602 - Duffield-pattonsville",123,654,16,3,6,1,803
"Scott County",-,"603 - Fairview",41,142,3,1,1,0,188
"Scott County",-,"Ab - Central Absentee Precinct",176,758,16,5,5,5,965
"Scott County",-,Provisional,2,5,0,0,0,0,7
"Shenandoah County",-,"101 - Orkney Springs",238,588,17,8,5,9,865
"Shenandoah County",-,"103 - New Market",497,"1,560",70,32,24,19,"2,202"
"Shenandoah County",-,"201 - Conicville",306,"1,203",31,18,8,10,"1,576"
"Shenandoah County",-,"202 - Mt Jackson",334,952,39,9,13,10,"1,357"
"Shenandoah County",-,"302 - Edinburg",309,"1,018",47,25,10,14,"1,423"
"Shenandoah County",-,"303 - St Luke",264,"1,094",23,9,6,7,"1,403"
"Shenandoah County",-,"304 - Fort Valley",153,553,28,12,8,5,759
"Shenandoah County",-,"401 - Woodstock",883,"1,743",97,57,22,25,"2,827"
"Shenandoah County",-,"501 - Cedar Creek",43,73,2,0,0,0,118
"Shenandoah County",-,"503 - Toms Brook",457,"1,408",50,31,8,17,"1,971"
"Shenandoah County",-,"504 - Lebanon Church",288,998,32,15,6,7,"1,346"
"Shenandoah County",-,"601 - Strasburg",853,"1,877",76,41,30,14,"2,891"
"Shenandoah County",-,"Ab - Central Absentee Precinct",644,"1,011",43,29,7,18,"1,752"
"Shenandoah County",-,Provisional,4,16,1,0,2,0,23
"Smyth County",-,"101 - Saltville",306,"1,219",18,7,3,6,"1,559"
"Smyth County",-,"201 - Seven Mile Ford",193,937,26,5,5,2,"1,168"
"Smyth County",-,"202 - Rich Valley",116,339,6,4,2,1,468
"Smyth County",-,"301 - Chilhowie",248,"1,162",27,12,4,7,"1,460"
"Smyth County",-,"302 - St Clair",44,345,3,3,4,2,401
"Smyth County",-,"401 - East Park",262,758,30,11,4,7,"1,072"
"Smyth County",-,"402 - West Park",168,355,21,6,1,2,553
"Smyth County",-,"501 - Atkins",174,871,20,16,5,2,"1,088"
"Smyth County",-,"502 - Wassona",256,466,19,12,2,4,759
"Smyth County",-,"601 - Royal Oak East",226,789,16,11,8,7,"1,057"
"Smyth County",-,"602 - Royal Oak West",112,424,8,4,3,1,552
"Smyth County",-,"701 - Adwolfe",139,965,19,5,5,7,"1,140"
"Smyth County",-,"702 - Sugar Grove",145,492,17,5,2,2,663
"Smyth County",-,"703 - Konnarock",16,80,4,0,0,0,100
"Smyth County",-,"Ab - Central Absentee Precinct",256,545,23,11,5,1,841
"Smyth County",-,Provisional,4,3,1,1,0,0,9
"Southampton County",-,"101 - Berlin",95,504,20,7,0,1,627
"Southampton County",-,"102 - Ivor",331,491,15,7,3,0,847
"Southampton County",-,"201 - Boykins",480,337,8,2,2,0,829
"Southampton County",-,"202 - Branchville",115,154,5,3,0,1,278
"Southampton County",-,"301 - Capron",309,330,14,4,1,1,659
"Southampton County",-,"302 - Sebrell",247,362,11,2,3,1,626
"Southampton County",-,"401 - Drewryville",255,228,6,4,0,0,493
"Southampton County",-,"501 - Hunterdale",302,698,23,8,5,0,"1,036"
"Southampton County",-,"502 - Forks-of-the-river",202,238,6,1,1,0,448
"Southampton County",-,"601 - Courtland",375,514,14,8,2,0,913
"Southampton County",-,"602 - Sedley",70,291,7,1,1,1,371
"Southampton County",-,"701 - Blackwater River",308,164,6,2,0,0,480
"Southampton County",-,"702 - Newsoms",232,424,11,3,2,1,673
"Southampton County",-,"Ab - Central Absentee Precinct",274,300,10,10,4,0,598
"Southampton County",-,Provisional,0,0,0,0,0,0,0
"Spotsylvania County",-,"101 - Partlow (CD 7)",360,"1,139",40,10,8,12,"1,569"
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",462,"1,178",33,14,7,10,"1,704"
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",16,23,0,1,0,0,40
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)",716,"1,257",64,24,16,16,"2,093"
"Spotsylvania County",-,"104 - Massaponax (CD 1)",724,"1,182",72,35,26,17,"2,056"
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",727,"1,074",66,26,13,14,"1,920"
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",555,"1,153",80,28,13,12,"1,841"
"Spotsylvania County",-,"203 - Ni River / Elys Ford (CD 7)",451,"1,160",43,16,8,17,"1,695"
"Spotsylvania County",-,"204 - Chancellor (CD 7)","1,047","1,254",91,45,22,23,"2,482"
"Spotsylvania County",-,"301 - Plank Road (CD 7)",884,"1,232",83,28,26,14,"2,267"
"Spotsylvania County",-,"302 - Hazel Run (CD 7)","1,062","1,267",70,34,29,20,"2,482"
"Spotsylvania County",-,"303 - Riverbend (CD 7)",924,"1,585",56,49,17,18,"2,649"
"Spotsylvania County",-,"401 - Summit (CD 1)","1,034","1,192",79,33,13,21,"2,372"
"Spotsylvania County",-,"402 - Parkside (CD 1)",882,842,57,45,11,12,"1,849"
"Spotsylvania County",-,"402 - Parkside (CD 7)",204,212,7,7,1,5,436
"Spotsylvania County",-,"403 - Lee Hill (CD 1)","1,279","1,394",97,53,21,22,"2,866"
"Spotsylvania County",-,"501 - Belmont (CD 7)",352,996,43,18,10,3,"1,422"
